,QuoteID,Componentid,CustomerNumber,ClientSegCd,ClientSeg=E,CCMScustomerNumber,crmsectorname,crmindustryname,RequestingApplicationID,ModelID,Version,Countrycode,ChannelID,Year,Month,EndOfQtr,Indirect(1/0),DomBuyerGrpID,DomBuyerGrpName,Quantity,UpgMES,ComListPrice,ComTMC,QuotePrice,ComDelgPriceL4,ComRevCat,ComRevDivCd,ComBrand,ComGroup,ComFamily,ComMT,ComMTM,ComQuotePricePofL,ComDelgPriceL4PofL,ComCostPofL,ComLogListPrice,ComMTMDesc,ComMTMDescLocal,ComCategory,ComSubCategory,ComSpclBidCode1,ComSpclBidCode2,ComSpclBidCode3,ComSpclBidCode4,ComSpclBidCode5,ComSpclBidCode6,Level_1,Level_2,Level_3,Level_4,HWPlatformid,ufc,FeatureQuantity,quoteidnew,WinLoss,ComLowPofL,ComMedPofL,ComHighPofL,ComMedPrice,DealSize,LogDealSize,ComPctContrib,QuoteType,componentid_orig,com_cost_price,deal_size,ln_ds,com_contrib,discount,quant_intercept,value_score,ln_vs,pred_L,pred_M,pred_H,AdjComLowPofL,AdjComMedPofL,AdjComHighPofL,AdjComLowPrice,AdjComMedPrice,AdjComHighPrice,cf,norm_op,OptimalPrice,orig_OP,OptimalPriceWinProb,ci_low,ci_high,price_M,OptimalPricePofL,OptimalPriceGP,OptimalPriceExpectedGP,OptimalPriceIntervalLow,OptimalPriceIntervalHigh,DealBotLineSpreadOptimalPrice,QuotePricePofL,QuotePriceWinProb,QuotePriceGP,QuotePriceExpectedGP,COPComLowPrice,COPComMedPrice,COPComHighPrice,COPComLowPofL,COPComMedPofL,COPComHighPofL,COPOptimalPrice,COPOptimalPricePofL,COPOptimalPriceWinProb,COPOptimalPriceGP,COPOptimalPriceExpectedGP,COPOptimalPriceIntervalLow,COPOptimalPriceIntervalHigh,COPQuotePriceWinProb,COPQuotePriceGP,COPQuotePriceExpectedGP,PredictedQuotePricePofL,PredictedQuotePrice,ComQuotePrice,ComLowPrice,ComHighPrice
10,5131290-JP,10,760-69018B,E,1,0035166514,Commercial,Commercial,EPRICER,CHW_JP,2,JP,J,2018,6,1,1,DB500JWT,ROLEX SA,3,0,103137.81009,6450.55592,93855.40718,7167.05433,H,2D,0,0,0,6911a,6911-F8Aa,0.909999999981578,0.06949007666292209,0.06254307624304921,5.0134179058575326,TS1080 Ultrium 8 Tape Drive,TS1080 Ultrium 8 Tape Drive,H,P,,,,,,,,,,,0,,,,1,0.651878431946,1.12559250458,1.59835690433,28328.037405,,,,B,14,6450.55592,99156.0374,11.504450023672542,0.06505459565692567,0.7559845140051933,1,25167.22285355143,4.400835294772805,0.4562601680724501,0.9804295350963871,1.7604746831523956,0.6518784319461404,1.1255925045770034,1.5983569043284316,16405.969770212174,28328.037404976552,40226.20441074622,0.25630781582600165,0.9326963368733485,25167.22285355143,23473.37656478264,0.7486292643801593,0.8167818342680938,1.0456409446689838,24674.688601974598,1.0,18716.66693355143,14011.844598113059,20556.130445757626,26315.878679282356,23163.294440984828,0.909999999982,0.773071613911,87404.85126,67570.2094272,,,,,,,,,,,,,,,,,1.0,25167.22285355143,93855.40718,16405.969770212174,40226.20441074622
11,5131290-JP,11,760-69018B,E,1,0035166514,Commercial,Commercial,EPRICER,CHW_JP,2,JP,J,2018,6,1,1,DB500JWT,ROLEX SA,3,0,103137.81009,6450.55592,93855.40718,7167.05433,H,2D,0,0,0,5639a,5639-SAPa,0.909999999981578,0.06949007666292209,0.06254307624304921,5.0134179058575326,TS1080 Ultrium 8 Tape Drive,TS1080 Ultrium 8 Tape Drive,H,P,,,,,,,,,,,0,,,,1,0.651878431946,1.12559250458,1.59835690433,28328.037405,,,,B,3,6450.55592,99156.0374,11.504450023672542,0.06505459565692567,0.7559845140051933,1,25167.22285355143,4.400835294772805,0.4562601680724501,0.9804295350963871,1.7604746831523956,0.6518784319461404,1.1255925045770034,1.5983569043284316,16405.969770212174,28328.037404976552,40226.20441074622,0.25630781582600165,0.9326963368733485,25167.22285355143,23473.37656478264,0.7486292643801593,0.8167818342680938,1.0456409446689838,24674.688601974598,1.0,18716.66693355143,14011.844598113059,20556.130445757626,26315.878679282356,23163.294440984828,0.909999999982,0.773071613911,87404.85126,67570.2094272,,,,,,,,,,,,,,,,,1.0,25167.22285355143,93855.40718,16405.969770212174,40226.20441074622
12,5131290-JP,12,760-69018B,E,1,0035166514,Commercial,Commercial,EPRICER,CHW_JP,2,JP,J,2018,6,1,1,DB500JWT,ROLEX SA,21,0,4108.14444,139.67691,4108.14444,0.0,S,U5,0,0,0,5608a,5608-PC1a,1.0,0.0,0.03399999976631785,3.613645704738334,IBM Spectrum Control Standard Edition V5.2.12 (5608-PC1),IBM Spectrum Control Standard Edition V5.2.12 (5608-PC1),S,O,,,,,,,5608PC1,B7TP5,SPEC,SSGSW,1,,,,1,0.651878431946,1.13359851092,1.59835690433,601.551245982,,,,B,19,139.67691,99156.0374,11.504450023672542,0.0014086576436746553,0.8708282155561983,1,530.6563480676825,2.7248133639191066,0.4635976784526346,0.9874030402055446,1.6391242819349416,0.6518784319461404,1.133598510924747,1.5983569043284316,345.92342808062614,601.5512459822892,848.1782377596917,0.26321537565434894,0.9420261896333818,530.6563480676825,499.89217757496453,0.7457803204298671,0.8257006995533686,1.0549378912522467,523.9716913864014,1.0,390.9794380676825,291.58477060360565,438.1633178219213,559.8094888101392,490.8110611121448,1.0,0.67801780037,3968.46753,2690.69162553,,,,,,,,,,,,,,,,,1.0,530.6563480676825,4108.14444,345.92342808062614,848.1782377596917
13,5131290-JP,13,760-69018B,E,1,0035166514,Commercial,Commercial,EPRICER,CHW_JP,2,JP,J,2018,6,1,1,DB500JWT,ROLEX SA,21,0,14649.95755,0.91414,14649.95755,0.0,H,2D,0,0,0,2839a,2839-LF8a,1.0,0.0,6.239881561977632e-05,4.165836366271871,DS8000 series Function Authorization,DS8000 series Function Authorization,H,P,,,,,,,2839LF8,Function Authorizations,SSG,STORAGEHW,1,,,,1,0.476387247535,0.940089285358,1.6867151768,5442.40260032,,,,B,17,0.91414,99156.0374,11.504450023672542,9.219206656194996e-06,0.604828881384559,1,5789.240112702225,3.7626215626017054,0.12188650644009415,0.8188498921632449,1.691736199423614,0.4763872475348108,0.9400892853579972,1.686715176796997,2757.920162608331,5442.402600316086,9764.7991602168,0.00015790327956760283,0.7122214763201109,5789.240112702225,4123.221139840384,0.7649794749955667,0.5863793883318738,0.8438230045667245,4740.518641993349,1.0,5788.325972702225,4427.9505637009515,3394.6910761926783,4885.093986058594,4279.461556291008,1.0,0.433238329906,14649.04341,6346.52710167,,,,,,,,,,,,,,,,,1.0,5789.240112702225,14649.95755,2757.920162608331,9764.7991602168
14,5131290-JP,14,760-69018B,E,1,0035166514,Commercial,Commercial,EPRICER,CHW_JP,2,JP,J,2018,6,1,1,DB500JWT,ROLEX SA,3,0,103137.81009,6450.55592,93855.40718,7167.05433,H,2D,0,0,0,7063a,7063-F8Aa,0.909999999981578,0.06949007666292209,0.06254307624304921,5.0134179058575326,TS1080 Ultrium 8 Tape Drive,TS1080 Ultrium 8 Tape Drive,H,P,,,,,,,,,,,0,,,,1,0.651878431946,1.12559250458,1.59835690433,28328.037405,,,,B,4,6450.55592,99156.0374,11.504450023672542,0.06505459565692567,0.7559845140051933,1,25167.22285355143,4.400835294772805,0.4562601680724501,0.9804295350963871,1.7604746831523956,0.6518784319461404,1.1255925045770034,1.5983569043284316,16405.969770212174,28328.037404976552,40226.20441074622,0.25630781582600165,0.9326963368733485,25167.22285355143,23473.37656478264,0.7486292643801593,0.8167818342680938,1.0456409446689838,24674.688601974598,1.0,18716.66693355143,14011.844598113059,20556.130445757626,26315.878679282356,23163.294440984828,0.909999999982,0.773071613911,87404.85126,67570.2094272,,,,,,,,,,,,,,,,,1.0,25167.22285355143,93855.40718,16405.969770212174,40226.20441074622
15,5131290-JP,15,760-69018B,E,1,0035166514,Commercial,Commercial,EPRICER,CHW_JP,2,JP,J,2018,6,1,1,DB500JWT,ROLEX SA,21,0,13057.20644,1591.9825,13057.20644,1591.9825,H,2D,0,0,0,2834a,2834-985a,1.0,0.12192366777039332,0.12192366777039332,4.115850270547992,DS8886,DS8886,H,P,,,,,,,2834985,High End Disk,SSG,STORAGEHW,0,,,,1,0.153412953983,0.77499549844,2.59599319417,1483.94866302,,,,B,15,1591.9825,99156.0374,11.504450023672542,0.016055325946294826,0.8533542684517486,1,1914.7835903703399,3.2821196969370527,-0.05802919535700274,0.6750475621925489,4.600533370995642,0.15341295398252014,0.7749954984395815,2.5959931941659633,293.75260683596963,1483.948663022993,4970.76516890207,0.8314164107141181,1.5833334662024354,3031.7409391686147,3031.7409391686147,0.1575863473363156,1.3501491721627548,1.9046153150266705,1292.569994805794,1.5833334662024354,1439.7584391686146,226.8862734752169,2585.2434794093415,3646.926151181104,968.3454224376096,1.0,0.360623415287,11465.22394,4134.62821427,,,,,,,,,,,,,,,,,1.5833334662024354,3031.7409391686147,13057.20644,293.75260683596963,4970.76516890207
16,5131290-JP,16,760-69018B,E,1,0035166514,Commercial,Commercial,EPRICER,CHW_JP,2,JP,J,2018,6,1,1,DB500JWT,ROLEX SA,3,0,103137.81009,6450.55592,93855.40718,7167.05433,H,2D,0,0,0,5639a,5639-RH7a,0.909999999981578,0.06949007666292209,0.06254307624304921,5.0134179058575326,TS1080 Ultrium 8 Tape Drive,TS1080 Ultrium 8 Tape Drive,H,P,,,,,,,5639RH7,B5TB3,POTH,PWRSW,0,,,,1,0.6935786624,0.719973903182,0.736924006057,7.42565316962,,,,B,2,6450.55592,99156.0374,11.504450023672542,0.06505459565692567,0.9999,1,10.313781008998864,1.0134179058574844,0.5155997895902176,0.7206449066800957,0.6271218725321974,0.6935786623995558,0.7199739031822824,0.7369240060569557,7.153418436503373,7.425653169616211,7.600472818745594,625.4307624305609,625.4307624305609,6450.55592,6450.55592,0.0,1.1169229231320263,631.6850700548665,7.43257375274893,625.4307624305609,0.0,0.0,11.519698433114591,6515.0614792,7.307718725233529,0.909999999982,3.33933812037e-76,87404.85126,2.91874351718e-71,,,,,,,,,,,,,,,,,625.4307624305609,6450.55592,93855.40718,7.153418436503373,7.600472818745594
17,5131290-JP,17,760-69018B,E,1,0035166514,Commercial,Commercial,EPRICER,CHW_JP,2,JP,J,2018,6,1,1,DB500JWT,ROLEX SA,3,0,103137.81009,6450.55592,93855.40718,7167.05433,H,2D,0,0,0,9009a,9009-F8Aa,0.909999999981578,0.06949007666292209,0.06254307624304921,5.0134179058575326,TS1080 Ultrium 8 Tape Drive,TS1080 Ultrium 8 Tape Drive,H,P,,,,,,,,,,,0,,,,1,0.651878431946,1.12559250458,1.59835690433,28328.037405,,,,B,10,6450.55592,99156.0374,11.504450023672542,0.06505459565692567,0.7559845140051933,1,25167.22285355143,4.400835294772805,0.4562601680724501,0.9804295350963871,1.7604746831523956,0.6518784319461404,1.1255925045770034,1.5983569043284316,16405.969770212174,28328.037404976552,40226.20441074622,0.25630781582600165,0.9326963368733485,25167.22285355143,23473.37656478264,0.7486292643801593,0.8167818342680938,1.0456409446689838,24674.688601974598,1.0,18716.66693355143,14011.844598113059,20556.130445757626,26315.878679282356,23163.294440984828,0.909999999982,0.773071613911,87404.85126,67570.2094272,,,,,,,,,,,,,,,,,1.0,25167.22285355143,93855.40718,16405.969770212174,40226.20441074622
18,5131290-JP,18,760-69018B,E,1,0035166514,Commercial,Commercial,EPRICER,CHW_JP,2,JP,J,2018,6,1,1,DB500JWT,ROLEX SA,3,0,103137.81009,6450.55592,93855.40718,7167.05433,H,2D,0,0,0,8005a,8005-F8Aa,0.909999999981578,0.06949007666292209,0.06254307624304921,5.0134179058575326,TS1080 Ultrium 8 Tape Drive,TS1080 Ultrium 8 Tape Drive,H,P,,,,,,,,,,,0,,,,1,0.651878431946,1.12559250458,1.59835690433,28328.037405,,,,B,8,6450.55592,99156.0374,11.504450023672542,0.06505459565692567,0.7559845140051933,1,25167.22285355143,4.400835294772805,0.4562601680724501,0.9804295350963871,1.7604746831523956,0.6518784319461404,1.1255925045770034,1.5983569043284316,16405.969770212174,28328.037404976552,40226.20441074622,0.25630781582600165,0.9326963368733485,25167.22285355143,23473.37656478264,0.7486292643801593,0.8167818342680938,1.0456409446689838,24674.688601974598,1.0,18716.66693355143,14011.844598113059,20556.130445757626,26315.878679282356,23163.294440984828,0.909999999982,0.773071613911,87404.85126,67570.2094272,,,,,,,,,,,,,,,,,1.0,25167.22285355143,93855.40718,16405.969770212174,40226.20441074622
19,5131290-JP,19,760-69018B,E,1,0035166514,Commercial,Commercial,EPRICER,CHW_JP,2,JP,J,2018,6,1,1,DB500JWT,ROLEX SA,3,0,103137.81009,6450.55592,93855.40718,7167.05433,H,2D,0,0,0,9006a,9006-22Pa,0.909999999981578,0.06949007666292209,0.06254307624304921,5.0134179058575326,TS1080 Ultrium 8 Tape Drive,TS1080 Ultrium 8 Tape Drive,H,P,,,,,,,900622P,BA600,PWR,POWERHW,0,,,,1,0.651878431946,1.12552184824,1.59835690433,29307.6377324,,,,B,12,6450.55592,99156.0374,11.504450023672542,0.06505459565692567,0.7475304656759739,1,26039.154884622138,4.415626884853866,0.4561954114939345,0.980367991015666,1.7615456508753935,0.6518784319461404,1.1255218482437526,1.5983569043284316,16974.36345539016,29307.637732445244,41619.8629927132,0.24772524102959595,0.9302419311347815,26039.154884622138,24222.713724988575,0.7512734469993598,0.8137426137282339,1.0436128386952108,25527.95396198277,1.0,19588.59896462214,14716.394266039764,21189.169955086727,27174.796346364772,23964.756489290874,0.909999999982,0.773012942159,87404.85126,67565.0812315,,,,,,,,,,,,,,,,,1.0,26039.154884622138,93855.40718,16974.36345539016,41619.8629927132
